school_name,official_school_website,twitter,facebook
MSU Texas ,https://msumustangs.com,https://twitter.com/@MSUMustangs,https://facebook.com/msumustangs
Miles,https://milesgoldenbears.com/,https://twitter.com/@MilesCollege,https://facebook.com/milescollegeathletics
Millersville,https://millersvilleathletics.com/,https://twitter.com/@MarauderNews,https://facebook.com/MillersvilleAthletics
Millikin,https://athletics.millikin.edu,https://twitter.com/@MUBigBlue,https://facebook.com/MUbigblue
Millsaps,https://gomajors.com,https://twitter.com/@MajorAthletics,https://facebook.com/millsapscollegemajors
Milwaukee,https://mkepanthers.com,https://twitter.com/@MKEPanthers,https://facebook.com/MilwaukeePanthers
Minn.-Crookston,https://goldeneaglesports.com/,https://twitter.com/@UMCAthletics,https://facebook.com/pages/Golden-Eagle-Sports/233733308019
Minn. Duluth,https://umdbulldogs.com,https://twitter.com/@UMDBulldogs,https://facebook.com/pages/UMD-Athletics/91762194002
Minn.-Morris,https://ummcougars.org,https://twitter.com/@UMMCougars,https://facebook.com/ummorris
Minn. St. Mankato,https://msumavericks.com,https://twitter.com/@msumavericks,https://facebook.com/maverickathletics
Minn. St. Moorhead,https://msumdragons.com,https://twitter.com/@DragonAthletics,https://facebook.com/DragonAthletics
Minnesota,https://gophersports.com,https://twitter.com/@GopherSports,https://facebook.com/GopherAthletics
Minot St.,https://msubeavers.com,https://twitter.com/@MSUBeavers,https://facebook.com/MinotStateBeavers
Misericordia,https://athletics.misericordia.edu,https://twitter.com/@MUCougars,https://facebook.com/MUAthletics
Mississippi Col.,https://gochoctaws.com,https://twitter.com/@ChoctawSports,https://facebook.com/ChoctawSports
Mississippi St.,https://hailstate.com/,https://twitter.com/@HailState,https://facebook.com/HailStateAthletics
Mississippi Val.,https://mvsusports.com,https://twitter.com/@MVSUDevilsports,https://facebook.com/pages/Mississippi-Valley-State-Athletics/301206713253891
Missouri,https://mutigers.com,https://twitter.com/@mutigersdotcom,https://facebook.com/mutigersdotcom
Missouri S&T,https://minerathletics.com,https://twitter.com/@minersports,https://facebook.com/MinerSports
Missouri St.,https://missouristatebears.com,https://twitter.com/@MissouriStBears,https://facebook.com/missouristbears
MIT,https://mitathletics.com,https://twitter.com/@MITengineers,https://facebook.com/MITengineers
Mitchell,https://mitchellathletics.com,https://twitter.com/@AthleticsMC,https://facebook.com/MitchellCollegeAthletics
Mo. Southern St.,https://mssulions.com,https://twitter.com/@mososports,https://facebook.com/missourisouthernlions
Mo.-St. Louis,https://umsltritons.com,https://twitter.com/@UMSLAthletics,https://facebook.com/UMSLAthletics
Mo. Western St.,https://gogriffons.com,https://twitter.com/@gogriffons,https://facebook.com/pages/Missouri-Western-Griffon-Athletics/124328238118
Molloy,https://molloylions.com,https://twitter.com/@molloylions,https://facebook.com/pages/Molloy-College-Athletics/192349204125643?v=wall
Monmouth,https://monmouthhawks.com,https://twitter.com/@MUHawks,https://facebook.com/MonmouthHawks
Monmouth (IL),https://monmouthscots.com/,https://twitter.com/@mcfightingscots,https://facebook.com/MonmouthCollegeAthletics
Mont. St. Billings,https://msubsports.com,https://twitter.com/@MSUBsports,https://facebook.com/pages/MSUB-Sports/143701145701497
Montana,https://gogriz.com,https://twitter.com/@UMGRIZZLIES,https://facebook.com/umgrizzlies
Montana St.,https://msubobcats.com,https://twitter.com/@msubobcats,https://facebook.com/MontanaStateBobcats
Montclair St.,https://montclairathletics.com,https://twitter.com/@msuredhawks,https://facebook.com/MontclairStateUniversityAthletics
Montevallo,https://montevallofalcons.com,https://twitter.com/@UMFalcons,https://facebook.com/MontevalloFalcons
Moravian,https://moravian.edu/athletics,https://twitter.com/@MCGreyhounds,https://facebook.com/MoravianCollegeAthletics
Morehead St.,https://msueagles.com,https://twitter.com/@MSUATHLETICS,https://facebook.com/MSUEagles
Morehouse,https://athletics.morehouse.edu/,https://twitter.com/@Morehouse,https://facebook.com/Morehouse1867
Morgan St.,https://morganstatebears.com/,https://twitter.com/@MorganStBears,https://facebook.com/morganstatebears
Morningside,,,
Mount Holyoke,https://athletics.mtholyoke.edu,https://twitter.com/@mhcathletics,https://facebook.com/mhclyons
Mount Olive,https://umotrojans.com,https://twitter.com/@umoathletics,https://facebook.com/umotrojans
Mount Union,https://athletics.mountunion.edu/landing/index,https://twitter.com/@purpleraiders,https://facebook.com/purpleraiders
Milwaukee Engr.,https://go-raiders.com,https://twitter.com/@MSOE_Raiders,https://facebook.com/milwaukeeschoolofengineering
Mt. Aloysius,https://mountieathletics.com,https://twitter.com/@mountaloysius,https://facebook.com/mountaloysiuscollege
Mt. Mary,https://mtmaryathletics.com,https://twitter.com/@MtMaryAthletics,https://facebook.com/MountMaryAthletics
Mount St. Joseph ,https://msjsports.com/,https://twitter.com/@MSJ_Athletics,https://facebook.com/MountStJoseph
Mt. St. Mary (NY),https://msmcknights.com,https://twitter.com/@MSMCKnights,https://facebook.com/MSMCKnights
Mt. St. Mary's,https://mountathletics.com,https://twitter.com/@MountAthletics,https://facebook.com/MountAthletics
Mt. St. Vincent,https://cmsvathletics.com,https://twitter.com/@CMSVathletics,https://facebook.com/pages/Mount-Saint-Vincent-Athletics/178319675364
Muhlenberg,https://muhlenbergsports.com,https://twitter.com/@Muhl_Sports,https://facebook.com/MuhlSports
Murray St.,https://goracers.com,https://twitter.com/@MSURacers,https://facebook.com/MurrayStateRacerAthletics
Muskingum,https://fightingmuskies.com/landing/index,https://twitter.com/@FightingMuskies,https://facebook.com/pages/MU-Fighting-Muskies/126226077422637
Navy,https://navysports.com,https://twitter.com/@NavyAthletics,https://facebook.com/navyathletics
Nazareth,https://nazathletics.com,https://twitter.com/@NazAthletics,https://facebook.com/nazathletics
North Carolina A&T,https://ncataggies.com,https://twitter.com/@NCATAGGIES,https://facebook.com/ncatathletics
North Carolina Central,https://nccueaglepride.com,https://twitter.com/@NCCUAthletics,https://facebook.com/NCCUAthletics
North Carolina Wesleyan ,https://ncwcsports.com,https://twitter.com/@BishopSports,https://facebook.com/pages/NC-Wesleyan-College-Athletics/191637709121?ref=ts
Neb.-Kearney,https://www.lopers.com,https://twitter.com/@UNK_Athletics,https://facebook.com/unkathletics
Omaha,https://omavs.com,https://twitter.com/@omavs,https://facebook.com/omavs
Neb. Wesleyan,https://nwusports.com,https://twitter.com/@NEWesleyan,https://facebook.com/NebraskaWesleyan
Nebraska,https://huskers.com,https://twitter.com/@Huskers,https://facebook.com/huskers
Neumann,https://neumannathletics.com,https://twitter.com/@NeumannKnights,https://facebook.com/NeumannKnights
Nevada,https://nevadawolfpack.com,https://twitter.com/@NevadaWolfPack,https://facebook.com/NevadaWolfPack
New England Col.,https://athletics.nec.edu/,https://twitter.com/@NEC_Athletics,https://facebook.com/pages/New-England-College-Athletics/115884871789843
New Hampshire,https://unhwildcats.com,https://twitter.com/@UNHWildcats,https://facebook.com/UNHWildcats
New Haven,https://newhavenchargers.com,https://twitter.com/@UNHChargers,https://facebook.com/UniversityofNewHavenAthletics
New Jersey City,https://njcugothicknights.com,https://twitter.com/@ NJCUAthletics,https://facebook.com/NJCUGothicKnights
New Mexico,https://golobos.com,https://twitter.com/@UNMLOBOS,https://facebook.com/NewMexicoLobos
New Mexico St.,https://nmstatesports.com,https://twitter.com/@NMStateAggies,https://facebook.com/NMSUAthletics
New Orleans,https://unoprivateers.com,https://twitter.com/@UNOPrivateers,https://facebook.com/UNOPrivateers
New York U.,https://gonyuathletics.com,https://twitter.com/@NYUAthletics,https://facebook.com/NYUAthletics
Newberry,https://newberrywolves.com,https://twitter.com/@NewberrySports,https://facebook.com/NewberryWolves
Newman,https://newmanjets.com,https://twitter.com/@Newman_Jets,https://facebook.com/newmanjets
Niagara,https://purpleeagles.com,https://twitter.com/@NUPurpleEagles,https://facebook.com/PurpleEagles
Nicholls St.,https://geauxcolonels.com,https://twitter.com/@geauxcolonels,https://facebook.com/geauxcolonels
Nichols,https://nicholsathletics.com,https://twitter.com/@ncbison,https://facebook.com/Nichols.Athletics
New-Jersey-Tech,https://njithighlanders.com,https://twitter.com/@njithighlanders,https://facebook.com/NJITHighlanders
New-Mexico-Highlands ,https://nmhucowboys.com,https://twitter.com/@NMHighlands,https://facebook.com/HighlandsUniversity?ref=ts
Norfolk St.,https://nsuspartans.com,https://twitter.com/@NSUSpartans,https://facebook.com/NorfolkStateAthletics
North Ala.,https://roarlions.com,https://twitter.com/@UNAAthletics,https://facebook.com/unaathletics
North Carolina,https://tarheelblue.com,https://twitter.com/@GoHeels,https://facebook.com/tarheels
North Carolina St.,https://gopack.com,https://twitter.com/@PackAthletics,https://facebook.com/ncstateathletics
North Central (IL),https://northcentralcardinals.com,https://twitter.com/@NCC_Athletics,https://facebook.com/CardinalSports
North Central (MN),https://ncurams.com,https://twitter.com/@NCUAthletics,https://facebook.com/NCURams
North Dakota,https://https://fightinghawks.com/,https://twitter.com/@UNDsports,https://facebook.com/UNDathletics
North Dakota St.,https://gobison.com,https://twitter.com/@NDSUAthletics,https://facebook.com/NDBison
North Florida,https://unfospreys.com,https://twitter.com/@UNFOspreys,https://facebook.com/northfloridaospreys
North Ga.,https://UNGAthletics.com,https://twitter.com/@UNG_Nighthawks,https://facebook.com/pages/North-Georgia-Athletics/125640184023
North Greenville,https://ngcrusaders.com,https://twitter.com/@Crusader_Sports,https://facebook.com/NGCrusaders
North Park,https://athletics.northpark.edu,https://twitter.com/@NPU,https://facebook.com/npuchicago
North Texas,https://meangreensports.com,https://twitter.com/@MeanGreenSports,https://facebook.com/MeanGreenSports
Northeastern,https://gonu.com,https://twitter.com/@GoNUathletics,https://facebook.com/GoNUathletics
Northeastern St.,https://goriverhawksgo.com,https://twitter.com/@RiverHawkSports,https://facebook.com/riverhawksgear
Northern Ariz.,https://nauathletics.com,https://twitter.com/@NAUAthletics,https://facebook.com/LumberjackCountry
Northern Colo.,https://uncbears.com,https://twitter.com/@unc_bears,https://facebook.com/UNCBears
Northern Ill.,https://niuhuskies.com,https://twitter.com/@NIUAthletics,https://facebook.com/niuathletics
Northern Ky.,https://nkunorse.com,https://twitter.com/@NKUNorse,https://facebook.com/nkunorse
Northern Mich.,https://nmuwildcats.com/,https://twitter.com/@NMU_Wildcats,https://facebook.com/NMUWildcats
Northern St.,https://nsuwolvesathletics.com,https://twitter.com/@WolvesAthletics,https://facebook.com/northernstatewolves
Northland,https://northlandcollegesports.com,https://twitter.com/@NCLumberNation,https://facebook.com/pages/Northland-College-Athletics/382640803764
Northwest Mo. St.,https://bearcatsports.com,https://twitter.com/@bearcatsports,https://facebook.com/bearcatsports
Northwest Nazarene,https://nnusports.com,https://twitter.com/@NNUSports,https://facebook.com/NNUSports
Northwestern,https://nusports.com,https://twitter.com/@NU_Sports,https://facebook.com/NorthwesternAthletics
Northwestern Oklahoma,https://riderangersride.com,https://twitter.com/@NWOSUAthletics,https://facebook.com/NWOSUAthletics
Northwestern St.,https://nsudemons.com,https://twitter.com/@NSUDemons,https://facebook.com/nsudemons
Northwestern-St. Paul,https://unweagles.com,https://twitter.com/@unweagles,https://facebook.com/unweagles
Northwood (MI),https://timberwolves.gonorthwood.com,https://twitter.com/@nutimberwolves,https://facebook.com/pages/Northwood-Timberwolves-Athletics/211177301713
Norwich,https://norwichathletics.com,https://twitter.com/@NorwichCadets,https://facebook.com/NUCadets
Notre Dame,https://und.com,https://twitter.com/@FightingIrish,https://facebook.com/FightingIrish
Notre Dame (MD),https://notredamegators.com,https://twitter.com/@NDMGatorSports,https://facebook.com/pages/Notre-Dame-Gators/126112767919
Notre Dame (OH),https://notredamefalcons.com,https://twitter.com/@NDCFalcons,https://facebook.com/NotreDameFalcons
Nova Southeastern,https://nsusharks.com,https://twitter.com/@NSUSharks,https://facebook.com/NSUSharkAthletics
New-York-Inst ,https://nyitbears.com,https://twitter.com/@NYITBears,https://facebook.com/nyitbears
Oakland,https://goldengrizzlies.com,https://twitter.com/@GoldenGrizzlies,https://facebook.com/GoldenGrizzlies
Oberlin,https://goyeo.com,https://twitter.com/@OC_Athletics,https://facebook.com/pages/Oberlin-College-Athletics/122661303235?ref=ts
Occidental,https://oxyathletics.com,https://twitter.com/@OxyAthletics,https://facebook.com/pages/Occidental-College-Tigers/301328753215190?ref=hl
Oglethorpe,https://gopetrels.com,https://twitter.com/@OgleAthletics1,https://facebook.com/pages/Oglethorpe-University-Athletics/189616044580954
Ohio,https://ohiobobcats.com,https://twitter.com/@OhioBobcats,https://facebook.com/ohiobobcats
Ohio Dominican,https://ohiodominicanpanthers.com,https://twitter.com/@ODUAthletics,https://facebook.com/ODUAthletics
Ohio Northern,https://onusports.com,https://twitter.com/@ONUsports,https://facebook.com/ONUsports
Ohio St.,https://ohiostatebuckeyes.com,https://twitter.com/@OhioStAthletics,https://facebook.com/buckeyes
Ohio Valley,https://fightingscots.ovu.edu,https://twitter.com/@ovuniversity,https://facebook.com/pages/Ohio-Valley-University-Athletics/122113267813296
Ohio Wesleyan,https://battlingbishops.com,https://twitter.com/@OWUSport,https://facebook.com/OhioWesleyanUniversitySports
Oklahoma Baptist University,https://www.obubison.com,https://twitter.com/@OBU_Athletics,https://facebook.com/obubison
Oklahoma Christian,https://oceagles.com/,https://twitter.com/@OCEagles,https://facebook.com/oceagles
Oklahoma Panhandle,https://opsuaggies.com/,https://twitter.com/@OPSUAthletics,https://facebook.com/OpsuAggieAthletics
Oklahoma,https://soonersports.com,https://twitter.com/@OU_Athletics,https://facebook.com/oklahomasooners
Oklahoma St.,https://okstate.com,https://twitter.com/@OSUAthletics,https://facebook.com/OSUAthletics
Old Dominion,https://odusports.com,https://twitter.com/@ODUSports,https://facebook.com/ODUsports
Suny-Old-Westbury ,https://oldwestburypanthers.com,https://twitter.com/@OW_Panthers,https://facebook.com/OldWestburyPanthersAthletics
Mississippi,https://olemisssports.com,https://twitter.com/@OleMissSports,https://facebook.com/olemisssports
Olivet,https://olivetcomets.com,https://twitter.com/@OlivetAthletics,https://facebook.com/OlivetAthletics
SUNY Oneonta,https://oneontaathletics.com,https://twitter.com/@RedDragonSports,https://facebook.com/pages/Oneonta-State-Fans-in-the-Stands/290856936940?v=wall
Oral Roberts,https://orugoldeneagles.com,https://twitter.com/@ORUAthletics,https://facebook.com/ORUAthletics
Oregon,https://goducks.com,https://twitter.com/@GoDucks,https://facebook.com/goducks
Oregon State,https://osubeavers.com,https://twitter.com/@beaverathletics,https://facebook.com/OregonStateBeavers
Suny-Oswego,https://oswegolakers.com,https://twitter.com/@oswegoathletics,https://facebook.com/OswegoStateAthletics
Otterbein,https://otterbeincardinals.com,https://twitter.com/@OtterbeinSports,https://facebook.com/OtterbeinU
Ouachita Baptist,https://obutigers.com,https://twitter.com/@OBUAthletics,https://facebook.com/OBUAthletics
Ozarks (AR),https://uofoathletics.com,https://twitter.com/@UofOAthletics,https://facebook.com/uofoathletics
Pace,https://pacesettersathletics.com,https://twitter.com/@PaceUAthletics,https://facebook.com/pages/T-Bone-Official-Mascot-of-Pace-University-Athletics/113418672838
Pacific,https://pacifictigers.com,https://twitter.com/@PacificTigers,https://facebook.com/PacificTigers
Pacific Lutheran,https://golutes.com,https://twitter.com/@golutes,https://facebook.com/golutes
Pacific (OR),https://goboxers.com,https://twitter.com/@goboxers,https://facebook.com/pacificuboxers
Paine,https://paineathletics.com,https://twitter.com/@PaineAthletics,https://facebook.com/paineathletics
Palm Beach Atl.,https://pbasailfish.com,https://twitter.com/@PBASailfish,https://facebook.com/PBASailfish
Penn,https://pennathletics.com,https://twitter.com/@pennathletics,https://facebook.com/pennathletics
Penn State,https://gopsusports.com,https://twitter.com/@GoPSUsports,https://facebook.com/pennstatenittanylions
Penn St.-Abington,https://abingtonsports.com,https://twitter.com/@abingtonsports,https://facebook.com/pages/Penn-State-Abington-Athletics/123382576075
Penn St.-Altoona,https://altoona.psu.edu/sports,https://twitter.com/@PSAltoonaLions,https://facebook.com/altoona.lions
Penn St.-Behrend,https://psblions.com,https://twitter.com/@PSBAthletics,https://facebook.com/pages/Penn-State-Behrend-Athletics/160799190630101
Penn St.-Berks,https://psuberksathletics.com,https://twitter.com/@PennStateBerks,https://facebook.com/pages/Penn-State-Berks-Athletics/129342023791432
Penn St.-Harrisburg,https://athletics.hbg.psu.edu,https://twitter.com/@PSHbgAthletics,https://facebook.com/pages/PSHathletics/480413781993193?ref=hl
Penn College,https://athletics.pct.edu/,https://twitter.com/@PCTAthletics,https://facebook.com/PCTAthletics
Pepperdine,https://pepperdinesports.com,https://twitter.com/@PepperdineWaves,https://facebook.com/pepperdine.athletics
Pfeiffer,https://gofalconsports.com,https://twitter.com/@PfeifferSports,https://facebook.com/PfeifferAthletics
Jefferson University ,https://jeffersonrams.com/landing/index,https://twitter.com/@JeffersonRams,https://facebook.com/JeffersonRamsAthletics
Piedmont,https://piedmontlions.com,https://twitter.com/@PiedmontLions,https://facebook.com/PiedmontCollege
Pitt.-Bradford,https://upb.pitt.edu/Athletics/,https://twitter.com/@UPB_Panthers,https://facebook.com/PittBradford
Pitt.-Greensburg,https://pittgreensburgathletics.com/index.aspx,https://twitter.com/@upgbobcats,https://facebook.com/pages/Pitt-Greensburg-Athletics/159498570740472
Pitt.-Johnstown,https://pittjohnstownathletics.com/,https://twitter.com/@MtnCatAthletics,https://facebook.com/pages/Pitt-Johnstown-Athletics/288691506285
Pittsburg State,https://www.pittstategorillas.com/splash.aspx,https://twitter.com/@PittStGorillas,https://facebook.com/PittsburgStateAthletics
Pittsburgh,https://pittsburghpanthers.com,https://twitter.com/@PittAthletics,https://facebook.com/PittsburghPanthers
Plattsburgh State,https://gocardinalsports.com/,https://twitter.com/@PburghCardinals,https://facebook.com/pages/Plattsburgh-State-Athletics/151754779173
Plymouth St.,https://athletics.plymouth.edu,https://twitter.com/@PSUPanthers,https://facebook.com/PSUathletics
Point Loma,https://plnusealions.com,https://twitter.com/@PLNUSeaLions,https://facebook.com/plnusealions
Pomona-Pitzer,https://sagehens.com,https://twitter.com/@Sagehens,https://facebook.com/Sagehens
Portland,https://portlandpilots.com,https://twitter.com/@PortlandPilots,https://facebook.com/PortlandPilots
Portland St.,https://goviks.com,https://twitter.com/@PSU_VIKINGS,https://facebook.com/PSUVIKINGS
Post,https://posteagles.com,https://twitter.com/@GoPostEagles,https://facebook.com/PostUniversity
P.R.-Bayamon,,,
P.R.-Cayey,,,
P.R.-Humacao,,,
P.R.-Mayaguez,,,
P.R.-Rio Piedras,,,
Prairie View,https://pvpanthers.com,https://twitter.com/@PVAthletics,https://facebook.com/pages/Prairie-View-AM-Panther-Athletics/155528294500785?ref=hl
Pratt Institute ,https://goprattgo.com/index.aspx,https://twitter.com/@GoPrattGo,
Presbyterian,https://gobluehose.com,https://twitter.com/@BlueHoseSports,https://facebook.com/BlueHoseSports
Presentation,https://pcsaints.com/,https://twitter.com/@pc_saints,https://facebook.com/presentationcollege
Princeton,https://goprincetontigers.com,https://twitter.com/@PUTigers,https://facebook.com/PrincetonUniversityAthletics
Principia,https://principiaathletics.com,https://twitter.com/@PrinAthletics,https://facebook.com/PrincipiaCollegeAthletics
Providence,https://friars.com,https://twitter.com/@PCAthletics,https://facebook.com/FriarFaithful
Puget Sound,https://loggerathletics.com,https://twitter.com/@PSLoggers,https://facebook.com/psloggers
Purchase,https://purchasecollegeathletics.com,https://twitter.com/@PC_Panthers,https://facebook.com/purchasecollegeathletics
Purdue,https://purduesports.com,https://twitter.com/@PurdueSports,https://facebook.com/PurdueSports
Purdue Northwest ,https://http://www.pnwathletics.com/,https://twitter.com/@PNWathletics,https://facebook.com/PNWathletics
Queens (NC),https://queensathletics.com,https://twitter.com/@QueensAthletics,https://facebook.com/QueensRoyals
Queens (NY),https://queensknights.com,https://twitter.com/@QCKnights,https://facebook.com/qcknights
Quincy,https://quhawks.com,https://twitter.com/@QUHawks,https://facebook.com/QuincyUniversityAthletics
Quinnipiac,https://quinnipiacbobcats.com,https://twitter.com/@QUAthletics,https://facebook.com/quathletics
Radford,https://radfordathletics.com,https://twitter.com/@ru_athletics,https://facebook.com/RadfordAthletics
Ramapo,https://ramapoathletics.com,https://twitter.com/@RCNJRoadrunners,https://facebook.com/RamapoCollegeAthletics
Randolph,https://randolphwildcats.com,https://twitter.com/@TrackTheCats,https://facebook.com/TrackTheCats
Randolph-Macon,https://rmcathletics.com,https://twitter.com/@R_MCAthletics,https://facebook.com/RMCAthletics
Redlands,https://goredlands.com,https://twitter.com/@GoRedlands,https://facebook.com/pages/Bulldog-Athletics/142316102454681
Regis (CO),https://regisrangers.com,https://twitter.com/@RegisRangers,https://facebook.com/RegisRangers
Regis College,https://goregispride.com,https://twitter.com/@GoRegisPride,https://facebook.com/RegisCollegeAthletics
Rensselaer,https://rpiathletics.com,https://twitter.com/@RPIAthletics,https://facebook.com/rpiathletics
Rhode Island,https://gorhody.com,https://twitter.com/@GoRhodyRams,https://facebook.com/GoRhodyRams
Rhode Island Col.,https://goanchormen.com,https://twitter.com/@GoAnchormen,https://facebook.com/rhodeislandcollege
Rhodes,https://rhodeslynx.com,https://twitter.com/@RhodesAthletics,https://facebook.com/rhodescollege
Rice,https://riceowls.com,https://twitter.com/@RiceOwlsdotcom,https://facebook.com/RiceAthletics
Stockton,https://stocktonathletics.com,https://twitter.com/@stocktonospreys,https://facebook.com/StocktonOspreys
Richmond,https://richmondspiders.com/,https://twitter.com/@SpiderAthletics,https://facebook.com/SpiderAthletics
Rider,https://gobroncs.com,https://twitter.com/@RIDERATHLETICS,https://facebook.com/RiderAthletics
Ripon,https://redhawks.ripon.edu,https://twitter.com/@RiponRedHawks,https://facebook.com/redhawks.athletics
Rivier,https://rivierathletics.com,https://twitter.com/@RivierRaiders,https://facebook.com/rivieruniversityraiders
Roanoke,https://maroons.roanoke.edu/,https://twitter.com/@RCmaroons,https://facebook.com/rcathletics
Robert Morris,https://rmucolonials.com,https://twitter.com/@RMUAthletics,https://facebook.com/RMUAthletics
Roberts Wesleyan,https://athletics.roberts.edu,https://twitter.com/@RWCREDHAWKS,https://facebook.com/RobertsWesleyanCollege
Rochester Inst.,https://ritathletics.com,https://twitter.com/@RITathletics,https://facebook.com/RIT.Athletics
Rochester (NY),https://uofrathletics.com,https://twitter.com/@UofRathletics,https://facebook.com/URAthletics
Rockford,https://goregents.com,https://twitter.com/@RockfordRegents,https://facebook.com/RockfordUniversityAthletics
Rockhurst,https://rockhursthawks.com/,https://twitter.com/@RUhawks,https://facebook.com/RockhurstAthletics
Roger Williams,https://rwuhawks.com,https://twitter.com/@RWU_Athletics,https://facebook.com/rwu.athletics
Rogers State,https://rsuhillcats.com/,https://twitter.com/@RSUHillcats,https://facebook.com/RSUHillcatAthletics
Rollins,https://rollinssports.com,https://twitter.com/@RollinsSports,https://facebook.com/RollinsSports
Rose-Hulman,https://rose-hulman.edu/athletics.aspx,https://twitter.com/@rhitsports,https://facebook.com/pages/Rose-Hulman-Fightin-Engineers-Athletics/117958236472
Rosemont,https://rosemont-ravens.com,https://twitter.com/@RosemontRavens,https://facebook.com/pages/Rosemont-Ravens/123632047694252
Rowan,https://rowanathletics.com,https://twitter.com/@RowanAthletics,https://facebook.com/rowanprofs
Rust,https://www.rustcollege.edu/bearcats-athletics/home.html,https://facebook.com/RustCollege1866,
Rutgers,https://scarletknights.com,https://twitter.com/@RUAthletics,https://facebook.com/RutgersAthletics
Rutgers-Camden,https://scarletraptors.com,https://twitter.com/@RUCRaptorRage,https://facebook.com/pages/Rutgers-Camden-Athletics-Recreational-Services/527661240594358?ref=stream
Rutgers-Newark,https://rutgersnewarkathletics.com,https://twitter.com/@RNAthletics,https://facebook.com/RutgersNewarkScarletRaiders
Sacramento St.,https://hornetsports.com,https://twitter.com/@hornetsports,https://facebook.com/SacramentoStateAthletics
Sacred Heart,https://sacredheartpioneers.com,https://twitter.com/@SHUBigRed,https://facebook.com/SacredHeartUniversityPioneers
Sage Colleges,https://sagegators.com,https://twitter.com/@SageGators,https://facebook.com/pages/Sage-Athletics/169869360588
Saginaw Valley,https://svsucardinals.com,https://twitter.com/@SVSUAthletics,https://facebook.com/SVSUAthletics
St. John's (MN),https://gojohnnies.com,https://twitter.com/@SJUJohnnies,https://facebook.com/pages/Saint-Johns-University-Minn-Athletics/106898437694
Saint Joseph's,https://sjuhawks.com,https://twitter.com/@SJUHawks,https://facebook.com/saintjosephshawks
St. Leo,https://saintleolions.com,https://twitter.com/@SaintLeoLions,https://facebook.com/saintleolions
St. Louis,https://slubillikens.com,https://twitter.com/@SLU_Billikens,https://facebook.com/Billiken.Athletics
Saint-Martins ,https://smusaints.com,https://twitter.com/@SMUSaints,https://facebook.com/smusaints
St. Michael's,https://smcathletics.com,https://twitter.com/@smcathletics,https://facebook.com/smcpurpleknights
St. Rose,https://gogoldenknights.com,https://twitter.com/@gogoldenknights,https://facebook.com/GoGoldenKnights
St. Vincent,https://athletics.stvincent.edu,https://twitter.com/@SVC_Bearcats,https://facebook.com/saintvincentcollege
Salem,https://salemspirits.com,https://twitter.com/@SalemAthletics,https://facebook.com/pages/Salem-College-Athletics/387895886514
Salem University,https://SIUTigerPride.com,https://twitter.com/@SIUTigers,https://facebook.com/pages/Salem-International-Tigers/48728697615
Salem St.,https://salemstatevikings.com,https://twitter.com/@SsuVikings,https://facebook.com/pages/SSC-VIKINGS/203032806913
Salisbury,https://suseagulls.com,https://twitter.com/@suseagulls,https://facebook.com/SUSeaGulls
Salve Regina,https://salveathletics.com,https://twitter.com/@SalveAthletics,https://facebook.com/SalveAthletics
Sam Houston St.,https://gobearkats.com,https://twitter.com/@BearkatSports,https://facebook.com/BearkatAthletics
Samford,https://samfordsports.com,https://twitter.com/@samford_sports,https://facebook.com/SamfordSports
San Diego,https://usdtoreros.com,https://twitter.com/@USDToreros,https://facebook.com/USDathletics
San Diego St.,https://goaztecs.com,https://twitter.com/@GoAztecs,https://facebook.com/goaztecs
San Fran. St.,https://sfstategators.com,https://twitter.com/@sfstate_gators,https://facebook.com/SanFranciscoStateGators
San Francisco,https://usfdons.com,https://twitter.com/@DonsAthletics,https://facebook.com/DonsAthletics
San Jose St.,https://sjsuspartans.com,https://twitter.com/@SJSUAthletics,https://facebook.com/SJSUSpartans
Santa Clara,https://santaclarabroncos.com,https://twitter.com/@SCUBroncos,https://facebook.com/santaclarabroncos
Sarah Lawrence,https://gogryphons.com,https://twitter.com/@SLCGryphons,https://facebook.com/SLCGryphons
Savannah St.,https://ssuathletics.com,https://twitter.com/@SavStateTigers,https://facebook.com/SSUAthletics
South-Carolina-Aiken,https://pacersports.com,https://twitter.com/@PacerAthletics,https://facebook.com/pages/USC-Aiken-Athletics/104911865817
SCAD,,,
Schreiner,https://athletics.schreiner.edu,https://twitter.com/@SUMountaineers,https://facebook.com/Schreiner-University/82504684599?ref=nf
Scranton,https://athletics.scranton.edu,https://twitter.com/@RoyalAthletics,https://facebook.com/RoyalAthletics
Seattle,https://goseattleu.com,https://twitter.com/@su_athletics,https://facebook.com/pages/Seattle-U-Athletics/135935046371
Seattle Pacific,https://spufalcons.com,https://twitter.com/@SPUsports,https://facebook.com/pages/Seattle-Pacific-Falcons/189759783201
Seton Hall,https://shupirates.com,https://twitter.com/@SHUAthletics,https://facebook.com/shuathletics
Seton Hill,https://athletics.setonhill.edu,https://twitter.com/@GriffinsSports,https://facebook.com/SetonHill
Sewanee,https://sewaneetigers.com/,https://twitter.com/@sewaneetigers,https://facebook.com/SewaneeAthletics
Shaw,https://www.shawbears.com,https://twitter.com/@ShawBears,https://facebook.com/SUBears
Shenandoah,https://suhornets.com,https://twitter.com/@SUHornets,https://facebook.com/SUHornets
Shepherd,https://shepherdrams.com,https://twitter.com/@SURamsOfficial,https://facebook.com/SURAMNationOfficial
Shippensburg,https://shipraiders.com,https://twitter.com/@ShipURaiders,https://facebook.com/ShipAthletics
