school_name,official_school_website,twitter,facebook
Fayetteville St.,https://fsubroncos.com,https://twitter.com/@FSUBroncos,https://facebook.com/pages/Fayetteville-State-Broncos-Athletics/306504226065?ref=ts&fref=ts
FDU-Florham,https://fdudevils.com,https://twitter.com/@FDUDevils,https://facebook.com/FDUDevils
Felician,https://felicianathletics.com,https://twitter.com/@FCGoldenFalcons,https://facebook.com/FCGoldenFalcons
Ferris St.,https://ferrisstatebulldogs.com,https://twitter.com/@ferrisathletics,https://facebook.com/ferrisathletics
Ferrum,https://ferrumpanthers.com,https://twitter.com/@FerrumAthletics,https://facebook.com/pages/Ferrum-College-Athletics/148704851058
FGCU,https://fgcuathletics.com,https://twitter.com/@FGCUEagles,https://facebook.com/FGCUAthletics
Findlay,https://athletics.findlay.edu,https://twitter.com/@FindlayOilers,https://facebook.com/pages/UF-Oilers-Athletics/155940397820406?sk=wall
Fisk,,,
Fitchburg St.,https://fitchburgfalcons.com,https://twitter.com/@FalconSports,https://facebook.com/FitchburgFalcons
FIU,https://fiusports.com,https://twitter.com/@FIUAthletics,https://facebook.com/FIUSports
Florida Atlantic,https://fausports.com,https://twitter.com/@FAUOwlAthletics,https://facebook.com/FAUATHLETICS
Fla. Southern,https://fscmocs.com,https://twitter.com/@FSC_Mocs,https://facebook.com/fscmocs
Flagler,https://flaglerathletics.com,https://twitter.com/@FlaglerSports,https://facebook.com/Flagler.Saints
Florida,https://floridagators.com,https://twitter.com/@FloridaGators,https://facebook.com/FloridaGators
Florida A&M,https://famuathletics.com,https://twitter.com/@FAMUAthletics,https://facebook.com/FAMUAth
Florida St.,https://seminoles.com,https://twitter.com/@Seminoles,https://facebook.com/FSUSeminoles
Florida Tech,https://floridatechsports.com,https://twitter.com/@GoFITPanthers,https://facebook.com/floridatechathletics
Fontbonne,https://fontbonnegriffins.com,https://twitter.com/@fbugriffins,https://facebook.com/Fontbonne
Fordham,https://fordhamsports.com,https://twitter.com/@FordhamRams,https://facebook.com/pages/Fordham-Athletics/138776577422
Fort Hays St.,https://fhsuathletics.com,https://twitter.com/@fhsuathletics,https://facebook.com/pages/Fort-Hays-State-University-Athletics/72081997790
Fort Lewis,https://goskyhawks.com,https://twitter.com/@FLCSkyhawks,https://facebook.com/flcathletics
Fort Valley St.,https://fvsusports.com,https://twitter.com/@FVSUATHLETICS,https://facebook.com/fvsusports
Framingham St.,https://fsurams.com,https://twitter.com/@FSURams,https://facebook.com/pages/Framingham-State-University-Athletics/106607099395707
Francis Marion,https://fmupatriots.com,https://twitter.com/@FMUSports,https://facebook.com/FMUSports
Franciscan,https://franciscanathletics.com,https://twitter.com/@BaronVonSteubie,https://facebook.com/BaronVonSteubie
Frank. & Marsh.,https://godiplomats.com,https://twitter.com/@GoDiplomats,https://facebook.com/GoDiplomats
Franklin,https://franklingrizzlies.com,https://twitter.com/@FCAthletics,https://facebook.com/FranklinCollegeAthletics
Franklin Pierce,https://fpuravens.com/landing/index,https://twitter.com/@FPUathletics,https://facebook.com/FranklinPierceRavens
Fredonia,https://fredoniabluedevils.com,https://twitter.com/@FredBlueDevils,https://facebook.com/pages/Fredonia-State-Blue-Devils/109508659102248
Fresno Pacific,https://fpuathletics.com/,https://twitter.com/@fpusunbirds,https://facebook.com/fpuathletics
Fresno St.,https://gobulldogs.com,https://twitter.com/@FSAthletics,https://facebook.com/FresnoStateAthletics
Frostburg St.,https://frostburgsports.com,https://twitter.com/@frostburgsports,https://facebook.com/frostburgstateathletics
Furman,https://furmanpaladins.com,https://twitter.com/@FurmanPaladins,https://facebook.com/FurmanPaladins26
Georgia Southern,https://georgiasoutherneagles.com,https://twitter.com/@GSAthletics,https://facebook.com/GSAthletics
Ga. Southwestern,https://gswcanes.com,https://twitter.com/@GSWAthletics,https://facebook.com/GSWHurricanes
Gallaudet,https://gallaudetathletics.com,https://twitter.com/@GallaudetBison,https://facebook.com/GallaudetBison
Gannon,https://gannonsports.com,https://twitter.com/@GUKnights,https://facebook.com/gannonsports
Gardner-Webb,https://gwusports.com,https://twitter.com/@GWUSports,https://facebook.com/GWUSports
Geneva,https://geneva.edu/page/athletics,https://twitter.com/@GenevaAthletics,https://facebook.com/GenevaAthletics
George Fox,https://gfubruins.com,https://twitter.com/@GFUAthletics,https://facebook.com/GeorgeFoxUniversityAthletics
George Mason,https://gomason.com,https://twitter.com/@MasonAthletics,https://facebook.com/MasonAthletics
George Washington,https://gwsports.collegesports.com,https://twitter.com/@GW_Sports,https://facebook.com/GWSports
Georgetown,https://guhoyas.com,https://twitter.com/@georgetownhoyas,https://facebook.com/WeAreGeorgetown
Georgia,https://georgiadogs.com,https://twitter.com/@UGAAthletics,https://facebook.com/georgiabulldogs
Georgia College,https://gcsubobcats.com,https://twitter.com/@GCBobcats,https://facebook.com/GCBobcats
Georgia St.,https://georgiastatesports.com,https://twitter.com/@GSUPanthers,https://facebook.com/GeorgiaStateAthletics
Georgia Tech,https://ramblinwreck.com,https://twitter.com/@GTAthletics,https://facebook.com/GTAthletics
Georgian Court,https://gculions.com,https://twitter.com/@GCULions,https://facebook.com/GCUAthletics
Gettysburg,https://gettysburgsports.com,https://twitter.com/@gburgbullets,https://facebook.com/GettysburgCollegeAthletics
Glenville St.,https://glenville.edu/athletics,https://twitter.com/@GSCpioneers,https://facebook.com/gsc.pioneers
Goldey-Beacom,https://gbcathletics.com,https://twitter.com/@GBCLightning,https://facebook.com/GBCLightning
Gonzaga,https://gozags.com,https://twitter.com/@GonzagaBulldogs,https://facebook.com/GonzagaBulldogs
Gordon,https://athletics.gordon.edu,https://twitter.com/@gordonathletics,https://facebook.com/GordonCollegeAthletics
Goucher,https://athletics.goucher.edu,https://twitter.com/@GoucherSports,https://facebook.com/GoucherGophers
Grambling,https://gsutigers.com,https://twitter.com/@GSU_TIGERS,https://facebook.com/gsu.tigers1
Grand Canyon,https://gculopes.com,https://twitter.com/@GCU_Lopes,https://facebook.com/GCULopes
Grand Valley St.,https://gvsulakers.com,https://twitter.com/@gvsulakers,https://facebook.com/gvsulakers
Green Bay,https://greenbayphoenix.com,https://twitter.com/@GBPhoenix,https://facebook.com/GBPhoenix
Greensboro,https://greensborocollegesports.com,https://twitter.com/@GC_Pride,https://facebook.com/gcprideathletics
Greenville,https://greenville.edu/athletics,https://twitter.com/@GUPanthers,https://facebook.com/GUPanthers
Grinnell,https://pioneers.grinnell.edu/,https://twitter.com/@gcpioneers,https://facebook.com/GrinnellCollegeAthletics
Grove City,https://www2.gcc.edu/sports/,https://twitter.com/@GCC_Wolverines,https://facebook.com/GroveCity
Augusta University ,https://augustajags.com/landing/index,https://twitter.com/@AugustaJags,https://facebook.com/AugustaJags
Guilford,https://guilfordquakers.com,https://twitter.com/@goquakers,https://facebook.com/goquakers
Gust. Adolphus,https://gustavus.edu/athletics/,https://twitter.com/@GustieAthletics,https://facebook.com/GustavusAthletics
Gwynedd-Mercy,https://gmcgriffins.com/,https://twitter.com/@GwyneddSports,https://facebook.com/pages/Gwynedd-Mercy-University-Athletics/243606662341001
Hamilton,https://hamilton.edu/athletics,https://twitter.com/@HamCollSports,https://facebook.com/hamiltoncollegeathletics
Hamline,https://hamlineathletics.com,https://twitter.com/@HUPipers,https://facebook.com/HamlineAthletics
Hampden-Sydney,https://hscathletics.com,https://twitter.com/@HSCathletics,https://facebook.com/HSCAthletics
Hampton,https://hamptonpirates.com,https://twitter.com/@HUathletics1868,https://facebook.com/pages/Hampton-Athletics-Sports-Information/314062258731698
Hanover,https://www.hanover.edu/athletics,https://twitter.com/@HanoverPanthers,https://facebook.com/hanoverpanthers
Hardin-Simmons,https://hsuathletics.com,https://twitter.com/@HSUAthletics,https://facebook.com/HSUSports
Harding,https://hardingsports.com,https://twitter.com/@HardingSports,https://facebook.com/pages/Harding-Sports/107595344355
Hartford,https://hartfordhawks.com,https://twitter.com/@HartfordHawks,https://facebook.com/HartfordAthletics
Hartwick,https://hartwickhawks.com,https://twitter.com/@HawkTalk,https://facebook.com/hartwickhawks
Harvard,https://gocrimson.com,https://twitter.com/@harvardcrimson,https://facebook.com/HarvardCrimsonFan
Haverford,https://haverfordathletics.com,https://twitter.com/@HCFords_Sports,https://facebook.com/pages/Haverford-College-Athletics/195531845827?hc_location=timeline
Hawaii,https://hawaiiathletics.com,https://twitter.com/@HawaiiAthletics,https://facebook.com/HawaiiAthletics
Hawaii Hilo,https://hiloathletics.com,https://twitter.com/@HiloVulcans,https://facebook.com/hilo.vulcans
Hawaii Pacific,https://hpusharks.com,https://twitter.com/@HPUSharks,https://facebook.com/HPUAthletics
Heidelberg,https://athletics.heidelberg.edu,https://twitter.com/@BergAthletics,https://facebook.com/HeidelbergUniversity
Henderson St.,https://hsusports.com,https://twitter.com/@ReddieAthletics,https://facebook.com/ReddieAthletics
Hendrix,https://hendrixwarriors.com,https://twitter.com/@HendrixWarriors,https://facebook.com/hendrixcollege
High Point,https://highpointpanthers.com,https://twitter.com/@HighPointSports,https://facebook.com/highpointpanthers
Hilbert,https://hilberthawks.com,https://twitter.com/@HilbertAthletic,https://facebook.com/pages/Hilbert-College-Athletics/186274074776971
Hillsdale,https://hillsdalechargers.com,https://twitter.com/@HC_Chargers,https://facebook.com/pages/Hillsdale-College-Charger-Athletics/118688108174150
Hiram,https://hiramterriers.com,https://twitter.com/@Hiram_Athletics,https://facebook.com/HiramCollegeAthletics/
Hobart,https://hws.edu/athletics,https://twitter.com/@hwssid,https://facebook.com/HobartStatesmen
Hofstra,https://gohofstra.com,https://twitter.com/@HofstraPride,https://facebook.com/HofstraPride
Hollins,https://hollins.edu/athletics/athletics.htm,https://twitter.com/@HollinsSports,https://facebook.com/HollinsUniversity
Holy Cross,https://goholycross.com,https://twitter.com/@GoHolyCross,https://facebook.com/HolyCrossAthletics
Holy Family,https://athletics.holyfamily.edu,https://twitter.com/@GoHFUTigers,https://facebook.com/GoHFUTigers
Hood,https://hoodathletics.com,https://twitter.com/@HoodBlazers,https://facebook.com/hoodcollegeathletics
Hope,https://athletics.hope.edu,https://twitter.com/@HopeAthletics,https://facebook.com/HopeAthletics
Houghton,https://athletics.houghton.edu/,https://twitter.com/@HCHighlanders,https://facebook.com/HoughtonHighlanders
Houston,https://uhcougars.com,https://twitter.com/@UHCougarSports,https://facebook.com/houstonathletics
Houston Christian,https://hbuhuskies.com,https://twitter.com/@HBUHUSKIES,https://facebook.com/HBU.Athletics
Howard,https://hubison.com,https://twitter.com/@HUBisonSports,https://facebook.com/HUBisonSports
Howard Payne,https://hpusports.com,https://twitter.com/@HPUJackets,https://facebook.com/HPUsports
Cal Poly Humboldt ,https://hsujacks.com,https://twitter.com/@HSUJacks,https://facebook.com/hsujacks
Hunter,https://huntercollegeathletics.com,https://twitter.com/@HunterAthletics,https://facebook.com/hunter.hawkpride
Huntingdon,https://huntingdonhawks.com,https://twitter.com/@HCHawksSports,https://facebook.com/HCHawksAthletics
Husson,https://athletics.husson.edu,https://twitter.com/@HussonEagles,https://facebook.com/HussonEaglesAthletics
Idaho,https://govandals.com,https://twitter.com/@Idaho_Vandals,https://facebook.com/VandalAthletics
Idaho St.,https://www.isubengals.com,https://twitter.com/@ISUBengals,https://facebook.com/IdahoStateAthletics
Illinois Tech,https://illinoistechathletics.com,https://twitter.com/@TalonTheHawk,https://facebook.com/IITScarletHawks
Ill.-Chicago,https://uicflames.com,https://twitter.com/@uicflamesdotcom,https://facebook.com/OfficialUICFlames
Ill.- Springfield,https://uisprairiestars.com,https://twitter.com/@UISAthletics,https://facebook.com/UISAthletics
Ill. Wesleyan,https://iwusports.com,https://twitter.com/@iwusports,https://facebook.com/pages/Illinois-Wesleyan-University-Athletics/176950935682052
Illinois,https://fightingillini.com,https://twitter.com/@IlliniAthletics,https://facebook.com/IlliniAthletics
Illinois Col.,https://illinoiscollegeathletics.com,https://twitter.com/@IC_Athletics,https://facebook.com/illinoiscollegeathletics
Illinois St.,https://goredbirds.com,https://twitter.com/@ISURedbirds ,https://facebook.com/ISURedbirds
Immaculata,https://gomightymacs.com,https://twitter.com/@IUMightyMacs,https://facebook.com/pages/Immaculata-Mighty-Macs/128699053853101
Indiana,https://iuhoosiers.com,https://twitter.com/@OurIndiana,https://facebook.com/IUHoosiers
Indiana (PA),https://iupathletics.com,https://twitter.com/@IUPCrimsonHawk,https://facebook.com/IUPCrimsonHawks
Indiana St.,https://gosycamores.com,https://twitter.com/@IndStAthletics,https://facebook.com/Sycamores
Indianapolis,https://uindyathletics.com,https://twitter.com/@UIndyAthletics,https://facebook.com/UIndyAthletics
Iona,https://icgaels.com,https://twitter.com/@ICGaels,https://facebook.com/ICGaels
Iowa,https://hawkeyesports.com,https://twitter.com/@TheIowaHawkeyes,https://facebook.com/hawkeyesports
Iowa St.,https://cyclones.com,https://twitter.com/@CycloneATH,https://facebook.com/IowaStateAthletics
Iowa Wesleyan,https://iwctigers.com,https://twitter.com/@iwtigers,https://facebook.com/IowaWesleyan
Purdue University Fort Wayne,https://gomastodons.com,https://twitter.com/@GoMastodons,https://facebook.com/GoMastodons
Ithaca,https://bombers.ithaca.edu,https://twitter.com/@BomberSports,https://facebook.com/ICAthletics
IUPUI,https://iupuijags.com,https://twitter.com/@IUPUIJaguars,https://facebook.com/pages/IUPUI-Athletics/64420926955
Jackson St.,https://jsutigers.com,https://twitter.com/@JStateTigers,https://facebook.com/JSTATETIGERS
Jacksonville,https://judolphins.com,https://twitter.com/@JUDolphins,https://facebook.com/pages/Jacksonville-University-Athletics/84977146555
Jacksonville St.,https://jaxstatesports.com,https://twitter.com/@JSUGamecocks,https://facebook.com/jsugamecocks
James Madison,https://jmusports.com,https://twitter.com/@JMUSports,https://facebook.com/JMUSports
John Carroll,https://jcusports.com,https://twitter.com/@jcusports,https://facebook.com/jcusports
John Jay,https://johnjayathletics.com,https://twitter.com/@JJayAthletics,https://facebook.com/JJC.CUNY
Johns Hopkins,https://hopkinssports.com,https://twitter.com/@HopkinsSports,https://facebook.com/HopkinsAthletics
Johnson C. Smith,https://goldenbullsports.com,https://twitter.com/@JCSU_Sports,https://facebook.com/JCSUAthletics
Johnson St.,https://athletics.jsc.edu,https://twitter.com/@JSCAthletics,https://facebook.com/JohnsonStateCollegeAthletics
Johnson & Wales (RI),https://providence.jwuathletics.com,https://twitter.com/@JWUathleticsPVD,https://facebook.com/JWUProvidenceAthletics
Juniata,https://juniatasports.net,https://twitter.com/@JuniataEagles,https://facebook.com/JuniataEagles
Kalamazoo,https://hornets.kzoo.edu,https://twitter.com/@khornets,https://facebook.com/KHornets
Kansas,https://kuathletics.com,https://twitter.com/@KUAthletics,https://facebook.com/KUAthletics
Kansas St.,https://kstatesports.com,https://twitter.com/@kstatesports,https://facebook.com/Kstatesports
Kean,https://keanathletics.com,https://twitter.com/@keanathletics,https://facebook.com/keanathletics
Keene St.,https://keeneowls.com,https://twitter.com/@KeeneStateOwls,https://facebook.com/keenestateowls
Kennesaw St.,https://ksuowls.com,https://twitter.com/@KSUOwlNation,https://facebook.com/KennesawStateOwls
Kent St.,https://kentstatesports.com,https://twitter.com/@KentStAthletics ,https://facebook.com/KentStAthletics 
Kentucky,https://ukathletics.com,https://twitter.com/@UKAthletics,https://facebook.com/UKKentuckyWildcats
Kentucky St.,https://ksuthorobreds.com,https://twitter.com/@KSU_Athletics,https://facebook.com/KSUThorobreds
Kenyon,https://athletics.kenyon.edu,https://twitter.com/@KenyonSports,https://facebook.com/pages/Kenyon-College-Athletics/122552038174
Keuka,https://KeukaAthletics.com,https://twitter.com/@KeukaAthletics,https://facebook.com/KeukaAthletics
Keystone,https://gokcgiants.com,https://twitter.com/@KCGiants,https://facebook.com/pages/Keystone-College-Athletics/265889647257
King (TN),https://kingtornado.com,https://twitter.com/@kingathletics,https://facebook.com/KingUniversityAthletics
King's (PA),https://kingscollegeathletics.com,https://twitter.com/@Kings_Monarchs,https://facebook.com/kingscollegepa.athletics
Knox,https://prairiefire.knox.edu,https://twitter.com/@KnoxPrairieFire,https://facebook.com/knoxprairiefire
Kutztown,https://kubears.com,https://twitter.com/@KUGoldenBears,https://facebook.com/KUGoldenBears
Ky. Wesleyan,https://kwcpanthers.com,https://twitter.com/@KWCPanthers,https://facebook.com/pages/Kentucky-Wesleyan-College-Athletics/255955671129622
La.-Lafayette,https://ragincajuns.com,https://twitter.com/@ULRaginCajuns,https://facebook.com/ragincajunsathletics
La.-Monroe,https://ulmwarhawks.com,https://twitter.com/@ULMWarhawks,https://facebook.com/Warhawks
La Roche,https://larochesports.com,https://twitter.com/@LaRocheRedhawks,https://facebook.com/lrcathletics
La Salle,https://goexplorers.com,https://twitter.com/@GoExplorers,https://facebook.com/GoExplorers
La Sierra,https://lsugoldeneagles.com,https://twitter.com/LSUGoldenEagles,https://facebook.com/LaSierraUniversityGoldenEaglesAthletics
La Verne,https://leopardathletics.com,https://twitter.com/@ulv_athletics,https://facebook.com/ulvleopards
Lafayette,https://goleopards.com,https://twitter.com/@GoLeopards,https://facebook.com/GoLeopards
LaGrange,https://lagrangepanthers.com,https://twitter.com/@LCPanthers,https://facebook.com/LaGrangePanthers
Lake Erie,https://lakeeriestorm.com,https://twitter.com/@lecsports,https://facebook.com/pages/Lake-Erie-College-Athletics/124655778351
Lake Forest,https://goforesters.com,https://twitter.com/@ForesterScores,https://facebook.com/foresterathletics
Lake Superior St.,https://lssulakers.com,https://twitter.com/@LSSUathletics,https://facebook.com/pages/Lake-Superior-State-Athletics/130359795950?ref=hl
Lakeland,https://lakelandmuskies.com,https://twitter.com/@LCMuskies,https://facebook.com/LCMuskies
Lamar,https://lamarcardinals.com,https://twitter.com/@LamarCards,https://facebook.com/lamarathletics
Lancaster Bible,https://lbcchargers.com,https://twitter.com/@LBCathletics,https://facebook.com/pages/Lancaster-Bible-College-Athletics/155451574487171
Lander,https://landerbearcats.com,https://twitter.com/@LanderAthletics,https://facebook.com/pages/Lander-University-Athletics/132985776764739
Lane,https://golcdragons.com,https://twitter.com/@GoDragons1,https://facebook.com/lanecollege
Langston,,,
Lasell,https://laserpride.lasell.edu,https://twitter.com/@LasellAthletics,https://facebook.com/LasellAthletics
Lawrence,https://lawrence.edu/athletics,https://twitter.com/@LUvikings,https://facebook.com/lawrenceuniversity
Le Moyne,https://lemoynedolphins.com,https://twitter.com/@LeMoyneDolphins,https://facebook.com/LeMoyneDolphins
Lebanon Valley,https://godutchmen.com,https://twitter.com/@LVCathletics,https://facebook.com/lvcathletics
Lee ,https://goleeflames.com,https://twitter.com/@LeeUFlames,https://facebook.com/leeuniversity.flames
Lees-McRae,https://lmcbobcats.com,https://twitter.com/@LMCBobcats,https://facebook.com/LMCAthletics
Lehigh,https://lehighsports.com,https://twitter.com/@LehighSports,https://facebook.com/LehighAthletics
Lehman,https://lehmanathletics.com,https://twitter.com/@LehmanSports,https://facebook.com/pages/Lehman-Athletics/143786505659693
LeMoyne-Owen,https://athletics.loc.edu,https://twitter.com/@locmagicians,https://facebook.com/pages/LeMoyne-Owen-College-Athletics/301239623230831831
Lenoir-Rhyne,https://lrbears.com,https://twitter.com/@BearsSports,https://facebook.com/LRBears
Lesley,https://athletics.lesley.edu,https://twitter.com/@lesleyathletics,https://facebook.com/LesleyAthletics
LeTourneau,https://letuathletics.com,https://twitter.com/@LETUAthletics,https://facebook.com/letuathletics
Lewis,https://lewisflyers.com,https://twitter.com/@LewisFlyers,https://facebook.com/LewisFlyersAthletics
Lewis & Clark,https://lcpioneers.com,https://twitter.com/@LCPioneers,https://facebook.com/lc.pioneers
Liberty,https://libertyflames.com,https://twitter.com/@libertyflames,https://facebook.com/LibertyFlamesAthletics
Limestone,https://golimestonesaints.com,https://twitter.com/@LimestoneSaints,https://facebook.com/pages/Limestone-College-Athletics/156870214356895
Lincoln Memorial,https://lmurailsplitters.com,https://twitter.com/@LMURailsplitter,https://facebook.com/LMURailsplitters
Lincoln (MO),https://lubluetigers.com,https://twitter.com/@gobluetigers ,https://facebook.com/LUBlueTigers
Lincoln (PA),https://lulions.com,https://twitter.com/@lulionsathletic,https://facebook.com/TheLincolnUniversityAthletics
Lindenwood,https://lindenwoodlions.com,https://twitter.com/@lu_lions,https://facebook.com/LindenwoodLions
Linfield,https://linfield.edu/sports,https://twitter.com/@linfieldsports,https://facebook.com/linfieldsports
Lipscomb,https://lipscombsports.com,https://twitter.com/@lipscombbisons,https://facebook.com/lipscombbisons
Livingstone,https://bluebearathletics.com,https://twitter.com/@lcbluebears,https://facebook.com/bluebearathletics
Lock Haven,https://golhu.com,https://twitter.com/@HavenAthletics,https://facebook.com/pages/LHU-ATHLETICS/143695119068
Long Beach St.,https://longbeachstate.com,https://twitter.com/@LBSUAthletics,https://facebook.com/LBSUAthletics?ref=ts
Long Island,https://liuathletics.com,https://twitter.com/@LIUAthletics,https://facebook.com/LIUAthletics
Longwood,https://longwoodlancers.com,https://twitter.com/@LongwoodLancers,https://facebook.com/LongwoodLancers1839
Loras,https://duhawks.com,https://twitter.com/@LorasAthletics,https://facebook.com/LorasAthletics
Louisiana Col.,https://lcwildcats.net,https://twitter.com/@LaColAthletics,https://facebook.com/lacollege
Louisiana Tech,https://latechsports.com/,https://twitter.com/@LATechSports,https://facebook.com/LATechAthletics
Louisville,https://uoflsports.com,https://twitter.com/@GoCards ,https://facebook.com/GoCards
Loyola (IL),https://loyolaramblers.com,https://twitter.com/@LoyolaRamblers,https://facebook.com/loyola.ramblers?ref=ts
Loyola Maryland,https://loyolagreyhounds.com,https://twitter.com/@LoyolaHounds,https://facebook.com/loyolahounds
Loyola Marymount,https://lmulions.com,https://twitter.com/@LMULions,https://facebook.com/LMULions
LSU,https://lsusports.net,https://twitter.com/@LSUsports,https://facebook.com/LSUsports
Lubbock Christian,https://lcuchaps.com,https://twitter.com/@LCUCHAPS,https://facebook.com/lcuchaps
Luther,https://sports.luther.edu,https://twitter.com/@norsesports,https://facebook.com/luthercollegeathletics
Lycoming,https://lycoming.edu/athletics/,https://twitter.com/@lycoathletics,https://facebook.com/LycoAthletics
Lynchburg,https://athletics.lynchburg.edu,https://twitter.com/@LynchburgSports,https://facebook.com/LynchburgSports
Lyndon St.,https://lyndonhornets.com,https://twitter.com/@LyndonVSC,https://facebook.com/LyndonState
Lynn,https://lynnfightingknights.com,https://twitter.com/@Lynn_Knights,https://facebook.com/LynnFightingKnights
Lyon College,https://www.lyon.edu/athletics,https://twitter.com/@lyoncollege,https://facebook.com/lyoncollege
Macalester,https://macalester.edu/athletics,https://twitter.com/@MACathletics,https://facebook.com/macathletics
Maine,https://goblackbears.com,https://twitter.com/@BlackBearNation,https://facebook.com/UMBlackbears
Maine Maritime,https://marinersports.org,https://twitter.com/@MarinersSports,https://facebook.com/MarinerSports
Malone,https://malonepioneers.com,https://twitter.com/@maloneathletics,https://facebook.com/malonepioneers
Manchester,https://muspartans.com,https://twitter.com/@MUSpartans,https://facebook.com/ManchesterAthletics
Manhattan,https://gojaspers.com,https://twitter.com/@GoJaspers,https://facebook.com/OfficialManhattanJaspers
Manhattanville,https://govaliants.com,https://twitter.com/@MVilleValiants,https://facebook.com/GoValiants
Mansfield,https://gomounties.com,https://twitter.com/@MUMounties,https://facebook.com/gomounties
Maranatha Baptist,https://mbu.edu/athletics,https://twitter.com/@MBUSabercats,https://facebook.com/MaranathaAthletics
Marian (WI),https://sabreathletics.com,https://twitter.com/@MUSabres,https://facebook.com/MUSabreAthletics
Marietta,https://pioneers.marietta.edu/,https://twitter.com/@MariettaPioneer,https://facebook.com/MariettaCollege
Marist,https://goredfoxes.com,https://twitter.com/@MaristAthletics,https://facebook.com/GoRedFoxes
Marquette,https://gomarquette.com,https://twitter.com/@muathletics,https://facebook.com/gomarquette
Mars Hill,https://mhclions.com,https://twitter.com/@mhulions,https://facebook.com/MarsHillAthletics
Marshall,https://herdzone.com,https://twitter.com/@herdzone,https://facebook.com/MarshallAthletics
Martin Luther,https://mlcknights.com,https://twitter.com/@mlcknights,https://facebook.com/mlcwels
Mary,https://goumary.com,https://twitter.com/@umarysports,https://facebook.com/pages/Marauder-Athletics/112856508740284
Mary Baldwin,https://marybaldwinathletics.com,https://twitter.com/@FightingMbu,https://facebook.com/marybaldwinuniversity
Mary Hardin-Baylor,https://cruathletics.com,https://twitter.com/@CruSports,https://facebook.com/crusports
Mary Washington,https://umweagles.com,https://twitter.com/@UMWathletics,https://facebook.com/UMWathletics
Maryland,https://umterps.com,https://twitter.com/@umterps,https://facebook.com/marylandterrapins
Marymount (VA),https://marymountsaints.com,https://twitter.com/@MarymountSaints,https://facebook.com/marymount.university
Maryville (MO),https://maryvillesaints.com/,https://twitter.com/@MaryvilleSaints,https://facebook.com/MaryvilleSaints
Maryville (TN),https://mcscots.com,https://twitter.com/@MCScots,https://facebook.com/MaryvilleCollegeAthletics
Marywood,https://marywoodpacers.com,https://twitter.com/@marywoodpacers,https://facebook.com/marywoodu
Mass. Maritime,https://mmabucs.com,https://twitter.com/@mmabuccaneers,https://facebook.com/mmabucs
Mass-Amherst ,https://umassathletics.com,https://twitter.com/@UMassAthletics,https://facebook.com/UMassAthletics
McDaniel,https://mcdanielathletics.com,https://twitter.com/@mcdanielsports,https://facebook.com/McDanielAthletics
McKendree,https://mckbearcats.com,https://twitter.com/@McKBearcats,https://facebook.com/McKBearcats
Mass-Liberal-Arts ,https://athletics.mcla.edu,https://twitter.com/@MCLAAthletics,https://facebook.com/pages/MCLA-Athletics/236618784736
McMurry,https://mcmurrysports.com/,https://twitter.com/@mcmsports,https://facebook.com/mcmurrysports
McNeese St.,https://mcneesesports.com,https://twitter.com/@McNeeseSports,https://facebook.com/McNeeseSports
Me.-Farmington,https://athletics.umf.maine.edu/,https://twitter.com/@UMFathletics,https://facebook.com/UMFathletics
Me.-Presque Isle,https://owls.umpi.edu/landing/index,https://twitter.com/@UMPIowls,https://facebook.com/owlsathletics
Medgar Evers,https://mecathletics.com,https://twitter.com/@meccougars,https://facebook.com/pages/MEC-Athletics/201954869980936
Memphis,https://gotigersgo.com,https://twitter.com/@TigersAthletics,https://facebook.com/memphistigers
Menlo,,,
Mercer,https://mercerbears.com,https://twitter.com/@MercerBears,https://facebook.com/mercerathletics
Merchant Marine,https://usmmasports.com,https://twitter.com/@USMMA_Athletics,https://facebook.com/USMMAAthletics
Mercy,https://mercyathletics.com,https://twitter.com/@MercyMavericks,https://facebook.com/mercycollegeny
Mercyhurst,https://hurstathletics.com,https://twitter.com/@HurstAthletics,https://facebook.com/HurstAthletics
Meredith,https://goavengingangels.com,https://twitter.com/@AvengingAngels,https://facebook.com/meredithavengingangels
Merrimack,https://merrimackathletics.com,https://twitter.com/@MC_Athletics,https://facebook.com/MerrimackWarriors
Messiah,https://gomessiah.com,https://twitter.com/@MessiahSports,https://facebook.com/messiahsports
Methodist,https://mumonarchs.com,https://twitter.com/@mumonarchs,https://facebook.com/mumonarchs
Metro St.,https://gometrostate.com,https://twitter.com/@MetroStSports,https://facebook.com/metro.state.roadrunners
Miami (Fla.),https://hurricanesports.com,https://twitter.com/@miamihurricanes,https://facebook.com/miamihurricanes
Miami (OH),https://muredhawks.com,https://twitter.com/@MiamiRedHawks,https://facebook.com/pages/Swoops-Official-Miami-University-Athletics-Fan-Page/135979283100555
Michigan,https://mgoblue.com,https://twitter.com/@umichfootball ,https://facebook.com/michiganfball
Michigan St.,https://msuspartans.com,https://twitter.com/@MSU_Athletics,https://facebook.com/MSUathletics
Michigan Tech,https://michigantechhuskies.com,https://twitter.com/@MTUHuskies,https://facebook.com/MichiganTechHuskies
Middle Tenn.,https://goblueraiders.com,https://twitter.com/@MTAthletics,https://facebook.com/BlueRaiderAthletics
Middlebury,https://athletics.middlebury.edu,https://twitter.com/@MiddAthletics,https://facebook.com/meredithavengingangels
